mysql> \. Update.sql
Query OK, 284 rows affected (0.23 sec)

Query OK, 834 rows affected (0.06 sec)

Query OK, 1 row affected (0.04 sec)
Rows matched: 1  Changed: 1  Warnings: 0

Query OK, 27 rows affected (0.03 sec)
Rows matched: 27  Changed: 27  Warnings: 0

Query OK, 23 rows affected (0.07 sec)
Records: 23  Duplicates: 0  Warnings: 0

Query OK, 1 row affected (0.06 sec)
Records: 1  Duplicates: 0  Warnings: 0

mysql> \. selectSynthaticData.sql
ERROR: 
Failed to open file 'selectSynthaticData.sql', error: 2
mysql> \. selectSyntheticData.sql
+-----------------+-------+-----------------+-----------+--------------+--------------+----------------+
| employee_number | name  | location        | ssn       | home_address | phone_number | designation    |
|                     375 | zsrbh | 753132531 | ubyuj   |   33421573 |             61094525 |
|                     376 | npyou | 309670445 | giinh   |   36160494 |             15005447 |
|                     377 | mnroh | 762942924 | nrgej   |   69579684 |             13728276 |
|                     378 | xjind | 963685496 | yzqgl   |   85083993 |             39875278 |
|                     379 | brbsk | 164931059 | qhlre   |   68710545 |             92449771 |
|                     380 | ytwum | 679058147 | gwomw   |   90376418 |             59396901 |
|                     381 | hbatr | 713553634 | gxyjt   |   95279873 |             19410329 |
|                     382 | worze | 642121696 | kytjd   |   62829838 |             63201218 |
|                     383 | dlxhu | 701279284 | qlwpi   |   65714148 |             37348810 |
|                     384 | fpiel | 267450624 | uquup   |   81196437 |             13697138 |
|                     385 | vysjc | 394959306 | nnqhm   |   94552509 |             21925784 |
|                     386 | emngg | 601610402 | abelk   |   59221724 |             37138597 |
|                     387 | taiyo | 913999363 | ppjjh   |   57238690 |             38993868 |
|                     388 | vwfcx | 536396077 | xaicc   |   33681327 |             91381447 |
|                     389 | chptr | 411630666 | rsyny   |   20289563 |             43537094 |
|                     390 | jghtk | 812690988 | ymolu   |   12423013 |             94317504 |
|                     391 | yivsd | 374427222 | nycop   |   41717068 |             12347341 |
|                     392 | ipcmp | 243799327 | sxyyx   |   43141072 |             94968627 |
|                     393 | iczzp | 866705751 | tgqhp   |   99597206 |             24019230 |
|                     394 | bxbkm | 461511071 | yehlf   |   57247627 |             42653363 |
|                     395 | wcjao | 899659464 | htjxd   |   56403557 |             32308498 |
|                     396 | zzzwf | 580960709 | pwheh   |   76538233 |             91507878 |
|                     397 | elpzk | 888275090 | wcbhr   |   61299238 |             19187484 |
|                     398 | npqnd | 763772888 | qttby   |   44957568 |             87460965 |
|                     399 | pufos | 191803676 | cijlv   |   33945069 |             43175404 |
|                     400 | zakts | 960637945 | stvee   |   96018027 |             58645375 |
|                     401 | hdmuc | 586502061 | snnmh   |   65118689 |             68341943 |
|                     402 | qaezz | 161680478 | antud   |   93204723 |             22929280 |
|                     403 | rxztt |  55467501 | uhszm   |   90966798 |             28272462 |
|                     404 | lqamq | 447339590 | tzrah   |   86256416 |             16484643 |
|                     405 | fyowf | 994831880 | sybua   |   86495483 |             56434205 |
|                     406 | njlex | 158520738 | sxwpu   |   81094100 |             40596949 |
|                     407 | hlrze | 462624384 | zgmuo   |   63613930 |             12744715 |
|                     408 | lxgyw | 180319886 | azypz   |   94385224 |             74001626 |
|                     409 | gsdpx | 963639114 | tzzch   |   12349366 |             40207894 |
|                     410 | uecln | 647897054 | ezrne   |   20998426 |             18963930 |
|                     411 | bvzad | 446379531 | yyxmk   |   10163171 |             37873649 |
|                     412 | amcio | 441246692 | qnfmh   |   95209935 |             58695862 |
|                     413 | vyzbc | 612573299 | xxqvb   |   48175035 |             11123044 |
|                     414 | kxonc | 355156160 | yajxm   |   75725751 |             13407249 |
|                     415 | akhra |  55398692 | uvdzf   |   26796049 |             60465173 |
|                     416 | lxxat | 418198727 | nigve   |   67260210 |             96019400 |
|                     417 | zuftx |  71575963 | jqkru   |   67525443 |             67261978 |
|                     418 | hqrdk | 918516499 | napbw   |   11433361 |             13080825 |
|                     419 | clwwq | 654471754 | cnyfs   |   52881934 |             67005249 |
|                     420 | cnhrh | 712623284 | kbpak   |   65413552 |             97106476 |
|                     421 | odsrb | 185529096 | wrpxv   |   12928260 |             96485434 |
|                     422 | kcybv | 290091529 | ashsn   |   99012441 |             70407198 |
|                     423 | ihqtg | 313092776 | mmznw   |   24517423 |             89989991 |
|                     424 | dvdmo | 878106809 | xubbq   |   26849248 |             50112403 |
|                     425 | ixjrt |  76379239 | dsdkw   |   25244070 |             73507240 |
|                     426 | okevb | 173426273 | rxsdm   |   73119078 |             32959573 |
|                     427 | igspt |  22368676 | omvva   |   96535208 |             11676847 |
|                     428 | zlrnk | 255594422 | jsfet   |   65907807 |             43904679 |
|                     429 | cfhzt | 521511952 | cdpak   |   21528768 |             28768470 |
|                     430 | lmiqn | 705513937 | cfrnl   |   79836812 |             92773536 |
|                     431 | kpzus | 127125998 | zxxks   |   27565606 |             24585440 |
|                     432 | pfvrb | 866386556 | kqpsa   |   15335772 |             56826323 |
|                     433 | gemfd | 829348703 | uhrvs   |   67314160 |             37738819 |
|                     434 | etoou | 327750818 | ejsmu   |   50147643 |             72969335 |
|                     435 | eneua | 650944434 | nzmid   |   44269379 |             70861068 |
|                     436 | slxyg | 570773924 | irsvk   |   70012448 |             37518623 |
|                     437 | pmucl | 400320760 | mnbmk   |   62045295 |             64150248 |
|                     438 | pkbxy | 645723534 | iltnm   |   16716367 |             46726372 |
|                     439 | rvwwb | 735323074 | icofp   |   63577000 |             60401756 |
|                     440 | envni | 945836974 | vrbed   |   77939049 |             20669751 |
|                     441 | cadlf | 929658138 | rjysb   |   35147691 |             83498447 |
|                     442 | jqwsd | 385925415 | jhwyq   |   89943850 |             65218425 |
|                     443 | eketp |  96908042 | eynfb   |   24516375 |             54447786 |
|                     444 | lnoto | 417331394 | bpalf   |   63771001 |             75783981 |
|                     445 | crarb | 662377689 | tymxx   |   81786798 |             70958245 |
|                     446 | clmgr | 888115581 | yojnx   |   84058912 |             50741005 |
|                     447 | vfune |  45415079 | kamiv   |   94261005 |             20771431 |
|                     448 | owffm | 578191937 | tkeog   |   31406918 |             26872761 |
|                     449 | mzwny | 272815167 | zkgex   |   78131376 |             33327090 |
|                     450 | znpmb | 309948079 | mhizl   |   44400488 |             29806821 |
|                     451 | nipfn | 549059258 | qcuhi   |   72848085 |             78071551 |
|                     452 | skdgp | 135858180 | tuaul   |   81059016 |             85397969 |
|                     453 | ezmpe | 752093125 | hqfvd   |   37693896 |             98385905 |
|                     454 | imezx | 844719212 | oibsd   |   71153652 |             52463665 |
|                     455 | amcdj | 821740198 | ivkcm   |   19246893 |             15237444 |
|                     456 | brnen | 376387098 | mszdk   |   92214908 |             97615814 |
|                     457 | rfhxm | 244178106 | acsou   |   12790579 |             29202111 |
|                     458 | kplgj | 595496444 | xbwoo   |   54501439 |             92215734 |
|                     459 | gpitt | 479886687 | phmmg   |   85778376 |             54653690 |
|                     460 | hvnoc | 963757912 | lxnmw   |   16215430 |             84758074 |
|                     461 | izoeo | 331094484 | xkcte   |   51970584 |             33866836 |
|                     462 | wurqe | 910865229 | eayhb   |   35916035 |             25424716 |
|                     463 | xpjdd | 645297758 | wtyhw   |   98721472 |             40292552 |
|                     464 | jkbms | 593692228 | popmt   |   75462061 |             24492244 |
|                     465 | bynsy | 503923785 | igysj   |   94782918 |             87430016 |
|                     466 | oeoqa | 511147119 | ogxsd   |   28966821 |             40480813 |
|                     467 | yvhpu | 156902200 | vfjci   |   63721859 |             38630098 |
|                     468 | mjufv | 129683915 | yisjv   |   71639264 |             16559569 |
|                     469 | wcogs | 242867508 | sgzef   |   21771007 |             40346988 |
|                     470 | yagoj | 252386134 | wpumn   |   25391196 |             56853142 |
|                     471 | lhabd |  37386307 | hhkmj   |   72626908 |             98644609 |
|                     472 | vhvtg | 145994738 | rffeb   |   77348565 |             28550243 |
|                     473 | jmnru |  17452528 | gnldj   |   17699780 |             36596778 |
|                     474 | cqzub | 412183759 | qyomf   |   47137905 |             42630557 |
|                     475 | nftji | 992218849 | rbuaq   |   58921324 |             36143979 |
|                     476 | xpepz | 430947368 | xfros   |   63919939 |             98747708 |
|                     477 | imdyh | 440226714 | othll   |   37471245 |             96687742 |
